touch_id,user_id,country,channel,campaign,touch_time,event_type,cost
24768,6252,GB,Google_Search,Prospecting,2025-12-22 00:10:00,click,1.32
24769,6252,GB,TikTok,Retargeting,2025-12-23 20:00:00,impression,0.25
24770,6252,GB,Meta,Brand,2025-12-18 10:48:00,click,0.77
24771,6252,GB,YouTube,Prospecting,2025-12-19 05:17:00,impression,0.3
24772,6252,GB,TikTok,Prospecting,2025-12-24 22:07:00,impression,0.25
24773,6252,GB,TikTok,Retargeting,2025-12-19 22:32:00,impression,0.25
24774,6252,GB,TikTok,Retargeting,2025-12-19 18:50:00,impression,0.25
24775,6253,ES,Google_Search,Brand,2025-12-14 10:22:00,impression,0.6
24776,6253,ES,Meta,Brand,2025-12-19 06:05:00,impression,0.35
24777,6253,ES,Apple_Search_Ads,Prospecting,2025-12-24 00:20:00,impression,0.75
24778,6253,ES,Meta,Prospecting,2025-12-22 18:35:00,impression,0.35
24779,6253,ES,Google_Search,Prospecting,2025-12-16 19:02:00,impression,0.6
24780,6253,ES,Google_Search,Brand,2025-12-24 15:02:00,impression,0.6
24781,6254,FR,YouTube,Brand,2025-12-12 20:52:00,impression,0.3
24782,6254,FR,Meta,Prospecting,2025-12-03 12:01:00,impression,0.35
24783,6254,FR,Google_Search,Prospecting,2025-12-08 01:19:00,click,1.32
24784,6254,FR,Apple_Search_Ads,Retargeting,2025-12-04 13:34:00,impression,0.75
24785,6257,US,TikTok,Retargeting,2025-12-18 22:17:00,click,0.55
24786,6258,GB,Meta,Prospecting,2025-10-01 16:31:00,click,0.77
24787,6258,GB,TikTok,Brand,2025-09-24 12:51:00,click,0.55
24788,6258,GB,TikTok,Retargeting,2025-10-03 05:35:00,impression,0.25
24789,6258,GB,TikTok,Retargeting,2025-09-26 06:09:00,click,0.55
24790,6258,GB,Google_Search,Brand,2025-09-28 01:53:00,impression,0.6
24791,6259,US,Meta,Retargeting,2025-12-03 16:39:00,impression,0.35
24792,6259,US,Google_Search,Brand,2025-12-04 18:30:00,impression,0.6
24793,6259,US,TikTok,Retargeting,2025-11-29 17:59:00,impression,0.25
24794,6259,US,TikTok,Retargeting,2025-11-24 13:18:00,impression,0.25
24795,6260,US,Google_Search,Prospecting,2025-12-03 07:20:00,impression,0.6
24796,6260,US,Apple_Search_Ads,Prospecting,2025-12-05 18:50:00,impression,0.75
24797,6260,US,YouTube,Prospecting,2025-12-03 16:14:00,impression,0.3
24798,6260,US,Meta,Prospecting,2025-12-02 03:23:00,click,0.77
24799,6260,US,YouTube,Prospecting,2025-12-03 04:24:00,click,0.66
24800,6263,GB,Google_Search,Retargeting,2025-11-26 02:33:00,impression,0.6
24801,6263,GB,Google_Search,Prospecting,2025-11-20 04:11:00,impression,0.6
24802,6263,GB,Google_Search,Retargeting,2025-11-19 16:16:00,impression,0.6
24803,6263,GB,Meta,Retargeting,2025-11-22 20:13:00,impression,0.35
24804,6263,GB,Meta,Prospecting,2025-11-15 11:08:00,impression,0.35
24805,6263,GB,TikTok,Brand,2025-11-27 22:52:00,impression,0.25
24806,6263,GB,TikTok,Prospecting,2025-11-21 20:58:00,click,0.55
24807,6263,GB,YouTube,Prospecting,2025-11-23 00:57:00,impression,0.3
24808,6264,US,Meta,Retargeting,2025-12-26 16:44:00,impression,0.35
24809,6264,US,TikTok,Prospecting,2025-12-26 08:29:00,impression,0.25
24810,6264,US,Meta,Retargeting,2026-01-02 19:29:00,impression,0.35
24811,6264,US,Meta,Retargeting,2026-01-03 19:06:00,impression,0.35
24812,6264,US,Meta,Retargeting,2026-01-04 17:33:00,click,0.77
24813,6264,US,Meta,Retargeting,2025-12-28 11:09:00,impression,0.35
24814,6264,US,Apple_Search_Ads,Brand,2025-12-26 09:11:00,impression,0.75
24815,6264,US,Meta,Retargeting,2025-12-23 08:06:00,impression,0.35
24816,6265,CA,TikTok,Prospecting,2025-10-26 09:01:00,impression,0.25
24817,6265,CA,TikTok,Brand,2025-10-25 16:03:00,impression,0.25
24818,6265,CA,Apple_Search_Ads,Prospecting,2025-10-26 16:40:00,impression,0.75
24819,6265,CA,Google_Search,Brand,2025-10-31 21:27:00,impression,0.6
24820,6266,US,Google_Search,Prospecting,2025-12-27 18:17:00,click,1.32
24821,6266,US,TikTok,Brand,2025-12-24 19:15:00,impression,0.25
24822,6266,US,Meta,Retargeting,2025-12-28 15:41:00,impression,0.35
24823,6267,CA,Google_Search,Prospecting,2025-09-30 02:40:00,click,1.32
24824,6267,CA,Apple_Search_Ads,Retargeting,2025-10-03 11:47:00,click,1.65
24825,6267,CA,Meta,Prospecting,2025-10-08 23:09:00,impression,0.35
24826,6267,CA,Google_Search,Retargeting,2025-10-01 06:53:00,impression,0.6
24827,6267,CA,Google_Search,Brand,2025-10-07 17:06:00,impression,0.6
24828,6268,US,Meta,Retargeting,2025-11-12 22:52:00,impression,0.35
24829,6268,US,Meta,Brand,2025-11-20 06:11:00,impression,0.35
24830,6268,US,Google_Search,Prospecting,2025-11-13 16:32:00,impression,0.6
24831,6268,US,YouTube,Prospecting,2025-11-14 01:43:00,impression,0.3
24832,6268,US,TikTok,Brand,2025-11-20 12:45:00,click,0.55
24833,6268,US,YouTube,Prospecting,2025-11-18 13:59:00,click,0.66
24834,6269,CA,Apple_Search_Ads,Prospecting,2025-12-07 04:49:00,click,1.65
24835,6269,CA,YouTube,Retargeting,2025-11-29 00:55:00,impression,0.3
24836,6270,GB,TikTok,Retargeting,2025-12-17 18:21:00,click,0.55
24837,6270,GB,Google_Search,Prospecting,2025-12-22 02:18:00,impression,0.6
24838,6270,GB,Google_Search,Prospecting,2025-12-19 23:15:00,click,1.32
24839,6270,GB,Meta,Retargeting,2025-12-18 05:35:00,impression,0.35
24840,6270,GB,Meta,Retargeting,2025-12-23 15:25:00,click,0.77
24841,6271,US,TikTok,Prospecting,2025-12-15 22:14:00,impression,0.25
24842,6271,US,TikTok,Retargeting,2025-12-12 07:33:00,impression,0.25
24843,6271,US,Meta,Retargeting,2025-12-08 23:05:00,click,0.77
24844,6271,US,Meta,Prospecting,2025-12-20 08:12:00,impression,0.35
24845,6272,GB,Google_Search,Retargeting,2025-12-07 08:06:00,impression,0.6
24846,6272,GB,Meta,Retargeting,2025-11-29 21:00:00,click,0.77
24847,6272,GB,Meta,Retargeting,2025-11-29 21:43:00,impression,0.35
24848,6272,GB,TikTok,Brand,2025-12-03 05:15:00,impression,0.25
24849,6272,GB,Meta,Retargeting,2025-11-30 11:04:00,impression,0.35
24850,6272,GB,Meta,Brand,2025-12-07 13:26:00,impression,0.35
24851,6272,GB,TikTok,Retargeting,2025-12-02 01:22:00,impression,0.25
24852,6272,GB,Google_Search,Prospecting,2025-11-29 10:37:00,impression,0.6
24853,6274,US,Meta,Retargeting,2025-12-12 05:01:00,click,0.77
24854,6274,US,TikTok,Retargeting,2025-12-11 12:12:00,impression,0.25
24855,6274,US,TikTok,Retargeting,2025-12-02 14:37:00,impression,0.25
24856,6274,US,Meta,Prospecting,2025-12-04 22:36:00,impression,0.35
24857,6274,US,Google_Search,Prospecting,2025-12-11 21:36:00,impression,0.6
24858,6274,US,TikTok,Brand,2025-12-04 22:35:00,click,0.55
24859,6275,US,Google_Search,Prospecting,2025-12-03 22:23:00,impression,0.6
24860,6275,US,TikTok,Prospecting,2025-11-27 06:59:00,click,0.55
24861,6275,US,Google_Search,Retargeting,2025-12-05 16:58:00,click,1.32
24862,6275,US,YouTube,Prospecting,2025-12-02 01:50:00,click,0.66
24863,6275,US,YouTube,Brand,2025-11-27 03:20:00,impression,0.3
24864,6276,FR,TikTok,Brand,2025-11-07 22:18:00,click,0.55
24865,6276,FR,Meta,Prospecting,2025-11-02 02:45:00,impression,0.35
24866,6276,FR,YouTube,Prospecting,2025-11-06 04:41:00,impression,0.3
24867,6276,FR,Google_Search,Prospecting,2025-10-29 02:36:00,impression,0.6
24868,6276,FR,Google_Search,Prospecting,2025-10-28 09:47:00,click,1.32
24869,6277,US,Google_Search,Brand,2025-11-07 12:09:00,impression,0.6
24870,6277,US,Google_Search,Brand,2025-11-19 23:26:00,impression,0.6
24871,6278,US,TikTok,Retargeting,2025-11-29 11:03:00,impression,0.25
24872,6278,US,Google_Search,Brand,2025-12-06 10:33:00,click,1.32
24873,6278,US,Google_Search,Prospecting,2025-12-05 11:57:00,click,1.32
24874,6278,US,Apple_Search_Ads,Brand,2025-12-09 19:37:00,click,1.65
24875,6278,US,Google_Search,Prospecting,2025-12-01 03:22:00,impression,0.6
24876,6278,US,Meta,Prospecting,2025-12-08 01:17:00,impression,0.35
24877,6279,FR,TikTok,Brand,2025-10-16 00:17:00,impression,0.25
24878,6280,US,Apple_Search_Ads,Prospecting,2025-10-06 06:46:00,impression,0.75
24879,6280,US,TikTok,Prospecting,2025-10-01 11:54:00,click,0.55
24880,6280,US,Google_Search,Prospecting,2025-10-06 23:50:00,click,1.32
24881,6280,US,Meta,Brand,2025-10-06 05:38:00,impression,0.35
24882,6280,US,Meta,Brand,2025-10-13 08:26:00,click,0.77
24883,6280,US,Google_Search,Brand,2025-10-06 05:54:00,impression,0.6
24884,6281,US,Google_Search,Prospecting,2025-11-14 11:55:00,impression,0.6
24885,6282,US,Google_Search,Retargeting,2025-10-08 12:10:00,impression,0.6
24886,6282,US,YouTube,Brand,2025-10-05 10:19:00,impression,0.3
24887,6282,US,Google_Search,Prospecting,2025-10-08 22:20:00,impression,0.6
24888,6282,US,TikTok,Retargeting,2025-10-01 23:54:00,click,0.55
24889,6282,US,YouTube,Brand,2025-09-29 14:15:00,impression,0.3
24890,6282,US,TikTok,Prospecting,2025-09-29 19:49:00,impression,0.25
24891,6282,US,Apple_Search_Ads,Brand,2025-10-05 05:51:00,impression,0.75
24892,6282,US,Google_Search,Prospecting,2025-09-27 10:01:00,impression,0.6
24893,6283,FR,Meta,Prospecting,2025-12-29 03:51:00,impression,0.35
24894,6283,FR,Google_Search,Brand,2026-01-01 03:04:00,impression,0.6
24895,6283,FR,Meta,Retargeting,2026-01-05 07:42:00,impression,0.35
24896,6283,FR,Meta,Prospecting,2025-12-29 23:14:00,impression,0.35
24897,6283,FR,Google_Search,Prospecting,2025-12-31 13:05:00,impression,0.6
24898,6283,FR,Meta,Retargeting,2025-12-29 09:49:00,impression,0.35
24899,6283,FR,Meta,Prospecting,2026-01-09 10:11:00,impression,0.35
24900,6285,ES,TikTok,Prospecting,2025-10-17 16:29:00,impression,0.25
24901,6285,ES,Google_Search,Prospecting,2025-10-23 11:39:00,impression,0.6
24902,6285,ES,TikTok,Prospecting,2025-10-18 17:33:00,impression,0.25
24903,6286,US,TikTok,Retargeting,2025-10-28 22:04:00,impression,0.25
24904,6286,US,Google_Search,Prospecting,2025-10-23 00:56:00,impression,0.6
24905,6286,US,Apple_Search_Ads,Prospecting,2025-11-01 04:10:00,impression,0.75
24906,6286,US,Google_Search,Retargeting,2025-11-03 07:04:00,impression,0.6
24907,6286,US,TikTok,Prospecting,2025-11-04 03:09:00,impression,0.25
24908,6287,BR,YouTube,Retargeting,2025-12-15 00:40:00,impression,0.3
24909,6287,BR,TikTok,Prospecting,2025-12-10 11:12:00,click,0.55
24910,6287,BR,Meta,Prospecting,2025-12-12 15:09:00,click,0.77
24911,6287,BR,Google_Search,Prospecting,2025-12-06 14:28:00,impression,0.6
24912,6287,BR,Apple_Search_Ads,Prospecting,2025-12-12 00:58:00,click,1.65
24913,6287,BR,Meta,Prospecting,2025-12-14 08:56:00,impression,0.35
24914,6287,BR,TikTok,Prospecting,2025-12-05 12:52:00,click,0.55
24915,6288,DE,Apple_Search_Ads,Prospecting,2025-10-06 16:43:00,click,1.65
24916,6288,DE,TikTok,Brand,2025-09-30 07:20:00,impression,0.25
24917,6288,DE,Google_Search,Prospecting,2025-09-27 16:46:00,impression,0.6
24918,6288,DE,Meta,Brand,2025-10-08 20:39:00,impression,0.35
24919,6288,DE,TikTok,Prospecting,2025-10-04 08:47:00,impression,0.25
24920,6288,DE,Apple_Search_Ads,Brand,2025-10-08 01:04:00,impression,0.75
24921,6288,DE,Meta,Retargeting,2025-10-01 11:21:00,impression,0.35
24922,6288,DE,YouTube,Brand,2025-10-05 13:57:00,impression,0.3
24923,6289,BR,Google_Search,Brand,2025-10-19 15:12:00,click,1.32
24924,6289,BR,Google_Search,Brand,2025-10-23 02:53:00,impression,0.6
24925,6289,BR,YouTube,Retargeting,2025-10-19 04:21:00,impression,0.3
24926,6290,MX,Google_Search,Retargeting,2025-12-28 12:30:00,impression,0.6
24927,6290,MX,TikTok,Brand,2025-12-23 09:53:00,click,0.55
24928,6290,MX,Google_Search,Prospecting,2025-12-29 18:41:00,impression,0.6
24929,6290,MX,TikTok,Prospecting,2025-12-20 16:42:00,impression,0.25
24930,6290,MX,TikTok,Prospecting,2025-12-25 16:21:00,impression,0.25
24931,6290,MX,Google_Search,Prospecting,2025-12-28 18:40:00,impression,0.6
24932,6290,MX,YouTube,Prospecting,2025-12-26 09:58:00,impression,0.3
24933,6291,MX,Apple_Search_Ads,Prospecting,2025-10-03 02:30:00,impression,0.75
24934,6291,MX,Meta,Brand,2025-10-09 18:59:00,impression,0.35
24935,6291,MX,Apple_Search_Ads,Retargeting,2025-10-06 08:35:00,click,1.65
24936,6291,MX,TikTok,Prospecting,2025-10-11 02:10:00,click,0.55
24937,6291,MX,Meta,Brand,2025-10-12 19:55:00,impression,0.35
24938,6291,MX,YouTube,Retargeting,2025-10-03 03:31:00,click,0.66
24939,6292,US,Google_Search,Prospecting,2025-12-10 05:10:00,impression,0.6
24940,6292,US,Meta,Prospecting,2025-12-10 02:54:00,impression,0.35
24941,6292,US,YouTube,Prospecting,2025-12-17 23:03:00,impression,0.3
24942,6292,US,Google_Search,Brand,2025-12-12 07:47:00,impression,0.6
24943,6292,US,Google_Search,Prospecting,2025-12-20 03:29:00,impression,0.6
24944,6292,US,YouTube,Retargeting,2025-12-17 00:15:00,impression,0.3
24945,6294,CA,Apple_Search_Ads,Prospecting,2025-12-16 17:11:00,impression,0.75
24946,6294,CA,Apple_Search_Ads,Retargeting,2025-12-17 09:42:00,click,1.65
24947,6294,CA,Meta,Retargeting,2025-12-13 11:03:00,impression,0.35
24948,6294,CA,Google_Search,Prospecting,2025-12-06 03:25:00,impression,0.6
24949,6294,CA,Apple_Search_Ads,Brand,2025-12-15 20:14:00,impression,0.75
24950,6294,CA,Apple_Search_Ads,Retargeting,2025-12-13 14:18:00,impression,0.75
24951,6295,GB,Apple_Search_Ads,Retargeting,2026-01-02 08:52:00,impression,0.75
24952,6295,GB,TikTok,Retargeting,2025-12-27 04:06:00,impression,0.25
24953,6295,GB,Meta,Brand,2026-01-01 11:17:00,click,0.77
24954,6295,GB,Apple_Search_Ads,Retargeting,2026-01-05 10:31:00,impression,0.75
24955,6295,GB,TikTok,Retargeting,2026-01-06 22:58:00,click,0.55
24956,6295,GB,Meta,Retargeting,2025-12-30 14:17:00,impression,0.35
24957,6295,GB,Meta,Prospecting,2025-12-30 03:53:00,impression,0.35
24958,6296,BR,Google_Search,Prospecting,2025-12-12 08:33:00,impression,0.6
24959,6296,BR,Google_Search,Brand,2025-12-15 23:31:00,impression,0.6
24960,6296,BR,TikTok,Prospecting,2025-12-17 20:23:00,impression,0.25
24961,6297,ES,TikTok,Retargeting,2025-12-28 09:22:00,click,0.55
24962,6297,ES,YouTube,Retargeting,2025-12-18 10:17:00,click,0.66
24963,6297,ES,Meta,Prospecting,2025-12-24 11:04:00,impression,0.35
24964,6297,ES,YouTube,Retargeting,2025-12-21 23:05:00,click,0.66
24965,6297,ES,Google_Search,Retargeting,2025-12-27 11:40:00,impression,0.6
24966,6297,ES,Google_Search,Retargeting,2025-12-26 17:50:00,impression,0.6
24967,6297,ES,Meta,Retargeting,2025-12-18 04:56:00,click,0.77
24968,6297,ES,Google_Search,Brand,2025-12-15 06:50:00,click,1.32
24969,6298,US,TikTok,Prospecting,2026-01-02 17:42:00,impression,0.25
24970,6298,US,TikTok,Brand,2025-12-26 00:45:00,impression,0.25
24971,6298,US,TikTok,Retargeting,2025-12-26 07:37:00,impression,0.25
24972,6298,US,Google_Search,Prospecting,2025-12-27 04:31:00,click,1.32
24973,6298,US,TikTok,Retargeting,2026-01-03 21:29:00,impression,0.25
24974,6298,US,Google_Search,Retargeting,2026-01-02 10:26:00,impression,0.6
24975,6298,US,TikTok,Brand,2025-12-30 04:12:00,impression,0.25
24976,6299,US,TikTok,Prospecting,2025-12-16 02:34:00,impression,0.25
24977,6301,MX,Google_Search,Retargeting,2025-10-09 19:38:00,click,1.32
24978,6301,MX,Google_Search,Brand,2025-10-17 17:19:00,impression,0.6
24979,6301,MX,Google_Search,Prospecting,2025-10-14 15:44:00,click,1.32
24980,6301,MX,Apple_Search_Ads,Brand,2025-10-20 16:00:00,impression,0.75
24981,6301,MX,Apple_Search_Ads,Prospecting,2025-10-19 02:56:00,impression,0.75
24982,6302,GB,TikTok,Prospecting,2025-11-13 09:03:00,impression,0.25
24983,6302,GB,Google_Search,Brand,2025-11-22 00:41:00,impression,0.6
24984,6302,GB,Meta,Retargeting,2025-11-18 00:56:00,impression,0.35
24985,6302,GB,Meta,Brand,2025-11-11 04:30:00,click,0.77
24986,6302,GB,Google_Search,Prospecting,2025-11-12 19:49:00,impression,0.6
24987,6305,FR,TikTok,Prospecting,2025-11-10 18:22:00,impression,0.25
24988,6305,FR,Google_Search,Prospecting,2025-11-05 14:08:00,impression,0.6
24989,6305,FR,TikTok,Prospecting,2025-11-09 17:19:00,click,0.55
24990,6305,FR,Google_Search,Brand,2025-11-07 20:53:00,impression,0.6
24991,6305,FR,Google_Search,Retargeting,2025-11-02 02:06:00,impression,0.6
24992,6305,FR,Meta,Prospecting,2025-11-04 10:58:00,impression,0.35
24993,6305,FR,Apple_Search_Ads,Retargeting,2025-11-08 06:34:00,impression,0.75
24994,6306,GB,Google_Search,Retargeting,2025-11-06 01:41:00,impression,0.6
24995,6306,GB,Meta,Prospecting,2025-10-29 16:33:00,impression,0.35
24996,6306,GB,Meta,Retargeting,2025-11-07 17:16:00,impression,0.35
24997,6306,GB,TikTok,Retargeting,2025-11-03 16:00:00,impression,0.25
24998,6307,US,Google_Search,Prospecting,2025-11-20 00:32:00,impression,0.6
24999,6307,US,Meta,Retargeting,2025-11-22 06:37:00,impression,0.35
25000,6308,FR,Apple_Search_Ads,Prospecting,2025-12-03 10:36:00,impression,0.75
25001,6308,FR,Google_Search,Retargeting,2025-12-12 03:27:00,impression,0.6
25002,6308,FR,YouTube,Retargeting,2025-12-05 00:16:00,impression,0.3
25003,6308,FR,Meta,Prospecting,2025-12-08 00:16:00,impression,0.35
25004,6308,FR,TikTok,Retargeting,2025-12-08 06:57:00,impression,0.25
25005,6309,US,Meta,Prospecting,2025-12-04 10:47:00,impression,0.35
25006,6309,US,Apple_Search_Ads,Prospecting,2025-11-28 01:40:00,impression,0.75
25007,6309,US,Meta,Prospecting,2025-12-07 05:20:00,impression,0.35
25008,6309,US,YouTube,Brand,2025-12-04 08:24:00,impression,0.3
25009,6311,US,TikTok,Prospecting,2025-12-25 05:31:00,click,0.55
25010,6311,US,Meta,Prospecting,2025-12-25 04:56:00,click,0.77
25011,6311,US,Meta,Prospecting,2025-12-26 05:30:00,impression,0.35
25012,6311,US,Apple_Search_Ads,Prospecting,2025-12-21 06:53:00,impression,0.75
25013,6311,US,TikTok,Retargeting,2025-12-18 20:12:00,impression,0.25
25014,6311,US,TikTok,Prospecting,2025-12-22 05:03:00,impression,0.25
25015,6311,US,Google_Search,Brand,2025-12-18 12:15:00,impression,0.6
25016,6311,US,Meta,Prospecting,2025-12-20 19:46:00,click,0.77
25017,6312,DE,Meta,Prospecting,2025-12-18 18:33:00,impression,0.35
25018,6313,GB,Meta,Retargeting,2025-11-28 00:41:00,impression,0.35
25019,6313,GB,YouTube,Prospecting,2025-11-29 04:52:00,impression,0.3
25020,6313,GB,YouTube,Prospecting,2025-11-28 05:14:00,impression,0.3
25021,6313,GB,Apple_Search_Ads,Retargeting,2025-11-28 14:19:00,impression,0.75
25022,6313,GB,TikTok,Retargeting,2025-11-28 05:40:00,impression,0.25
25023,6313,GB,Google_Search,Prospecting,2025-11-22 00:02:00,impression,0.6
25024,6314,US,Google_Search,Prospecting,2025-10-19 13:55:00,impression,0.6
25025,6314,US,Google_Search,Prospecting,2025-10-12 21:16:00,impression,0.6
25026,6314,US,Apple_Search_Ads,Prospecting,2025-10-14 08:09:00,impression,0.75
25027,6314,US,Google_Search,Prospecting,2025-10-13 14:49:00,impression,0.6
25028,6314,US,TikTok,Prospecting,2025-10-16 01:36:00,impression,0.25
25029,6314,US,Meta,Retargeting,2025-10-23 18:24:00,impression,0.35
25030,6314,US,Meta,Brand,2025-10-21 22:10:00,click,0.77
25031,6314,US,TikTok,Brand,2025-10-18 11:38:00,impression,0.25
25032,6315,DE,Meta,Prospecting,2026-01-01 17:09:00,impression,0.35
25033,6315,DE,TikTok,Retargeting,2025-12-23 04:00:00,impression,0.25
25034,6315,DE,TikTok,Brand,2026-01-01 05:15:00,impression,0.25
25035,6315,DE,Apple_Search_Ads,Prospecting,2025-12-26 04:36:00,impression,0.75
25036,6315,DE,Google_Search,Retargeting,2026-01-03 14:18:00,impression,0.6
25037,6315,DE,TikTok,Retargeting,2025-12-23 18:36:00,impression,0.25
25038,6315,DE,Google_Search,Retargeting,2025-12-24 15:40:00,impression,0.6
25039,6316,BR,Google_Search,Retargeting,2025-10-17 02:42:00,impression,0.6
25040,6316,BR,Meta,Prospecting,2025-10-16 19:40:00,impression,0.35
25041,6317,US,Meta,Retargeting,2025-12-13 04:19:00,click,0.77
25042,6318,FR,Meta,Brand,2025-12-19 21:07:00,impression,0.35
25043,6318,FR,Apple_Search_Ads,Retargeting,2025-12-26 02:42:00,click,1.65
25044,6318,FR,YouTube,Retargeting,2025-12-23 20:29:00,impression,0.3
25045,6319,BR,YouTube,Prospecting,2025-11-02 17:11:00,impression,0.3
25046,6319,BR,Meta,Brand,2025-11-04 22:29:00,impression,0.35
25047,6319,BR,Meta,Brand,2025-10-31 20:32:00,impression,0.35
25048,6319,BR,Google_Search,Prospecting,2025-11-04 13:53:00,impression,0.6
25049,6319,BR,Apple_Search_Ads,Prospecting,2025-10-31 19:45:00,click,1.65
25050,6319,BR,Meta,Brand,2025-11-09 19:32:00,impression,0.35
25051,6320,MX,Google_Search,Retargeting,2025-10-19 18:39:00,impression,0.6
25052,6320,MX,Meta,Brand,2025-10-28 03:15:00,impression,0.35
25053,6320,MX,Meta,Prospecting,2025-10-24 16:27:00,click,0.77
25054,6321,ES,YouTube,Retargeting,2025-12-17 10:50:00,impression,0.3
25055,6321,ES,TikTok,Prospecting,2025-12-08 19:00:00,impression,0.25
25056,6321,ES,Google_Search,Brand,2025-12-12 10:46:00,impression,0.6
25057,6322,US,Google_Search,Brand,2025-11-04 07:57:00,impression,0.6
25058,6322,US,Google_Search,Prospecting,2025-11-09 21:54:00,impression,0.6
25059,6322,US,TikTok,Prospecting,2025-11-08 02:17:00,impression,0.25
25060,6322,US,YouTube,Prospecting,2025-11-12 01:34:00,impression,0.3
25061,6322,US,TikTok,Retargeting,2025-10-31 15:11:00,click,0.55
25062,6322,US,Meta,Prospecting,2025-11-06 03:15:00,impression,0.35
25063,6322,US,Google_Search,Brand,2025-10-31 07:37:00,impression,0.6
25064,6322,US,TikTok,Prospecting,2025-11-06 21:07:00,impression,0.25
25065,6323,US,Meta,Prospecting,2025-11-23 11:37:00,click,0.77
25066,6323,US,TikTok,Retargeting,2025-11-20 18:31:00,click,0.55
25067,6324,FR,YouTube,Brand,2025-11-09 19:58:00,impression,0.3
25068,6324,FR,YouTube,Prospecting,2025-11-17 20:31:00,click,0.66
25069,6324,FR,Google_Search,Prospecting,2025-11-14 05:30:00,click,1.32
25070,6324,FR,Meta,Prospecting,2025-11-08 10:18:00,impression,0.35
25071,6324,FR,Meta,Prospecting,2025-11-10 22:23:00,impression,0.35
25072,6324,FR,TikTok,Retargeting,2025-11-10 14:37:00,click,0.55
25073,6325,US,Meta,Brand,2025-10-11 22:24:00,click,0.77
25074,6325,US,Google_Search,Retargeting,2025-10-15 18:26:00,impression,0.6
25075,6325,US,Google_Search,Prospecting,2025-10-18 08:41:00,impression,0.6
25076,6326,DE,Google_Search,Prospecting,2025-12-05 20:56:00,impression,0.6
25077,6326,DE,Meta,Retargeting,2025-12-11 03:49:00,impression,0.35
25078,6326,DE,YouTube,Prospecting,2025-11-30 19:58:00,impression,0.3
25079,6326,DE,TikTok,Prospecting,2025-12-08 21:05:00,impression,0.25
25080,6326,DE,TikTok,Brand,2025-12-06 00:19:00,impression,0.25
25081,6327,US,Meta,Prospecting,2025-09-30 07:47:00,impression,0.35
25082,6327,US,TikTok,Prospecting,2025-10-08 22:31:00,impression,0.25
25083,6327,US,TikTok,Brand,2025-09-25 20:19:00,impression,0.25
25084,6328,DE,TikTok,Retargeting,2025-12-27 19:54:00,impression,0.25
25085,6328,DE,Meta,Brand,2025-12-21 20:35:00,impression,0.35
25086,6328,DE,YouTube,Prospecting,2025-12-29 05:13:00,impression,0.3
25087,6328,DE,Meta,Brand,2025-12-26 03:27:00,impression,0.35
25088,6328,DE,TikTok,Retargeting,2025-12-25 22:57:00,click,0.55
25089,6328,DE,Google_Search,Prospecting,2025-12-27 09:19:00,impression,0.6
25090,6328,DE,Apple_Search_Ads,Brand,2026-01-01 11:30:00,click,1.65
25091,6328,DE,Meta,Retargeting,2025-12-23 16:35:00,click,0.77
25092,6329,CA,TikTok,Brand,2025-11-30 12:55:00,click,0.55
25093,6329,CA,TikTok,Brand,2025-11-22 06:40:00,impression,0.25
25094,6329,CA,Meta,Prospecting,2025-11-26 01:12:00,impression,0.35
25095,6329,CA,YouTube,Prospecting,2025-11-27 12:26:00,impression,0.3
25096,6329,CA,Google_Search,Prospecting,2025-11-30 20:55:00,impression,0.6
25097,6329,CA,Meta,Retargeting,2025-12-01 13:26:00,impression,0.35
25098,6330,GB,YouTube,Retargeting,2025-11-27 19:11:00,impression,0.3
25099,6330,GB,Apple_Search_Ads,Prospecting,2025-12-09 08:11:00,impression,0.75
25100,6330,GB,Meta,Retargeting,2025-12-09 20:15:00,impression,0.35
25101,6330,GB,Google_Search,Brand,2025-12-03 16:43:00,impression,0.6
25102,6330,GB,Meta,Brand,2025-12-07 17:35:00,impression,0.35
25103,6330,GB,Apple_Search_Ads,Brand,2025-11-30 21:40:00,impression,0.75
25104,6330,GB,TikTok,Retargeting,2025-12-02 11:33:00,click,0.55
25105,6331,GB,Google_Search,Brand,2025-10-25 05:38:00,impression,0.6
25106,6331,GB,Google_Search,Retargeting,2025-10-28 10:23:00,click,1.32
25107,6331,GB,Meta,Brand,2025-10-26 19:30:00,click,0.77
25108,6331,GB,TikTok,Prospecting,2025-10-23 04:18:00,impression,0.25
25109,6331,GB,TikTok,Prospecting,2025-10-20 23:40:00,impression,0.25
25110,6331,GB,Google_Search,Prospecting,2025-10-22 22:55:00,impression,0.6
25111,6331,GB,Google_Search,Brand,2025-10-22 06:00:00,impression,0.6
25112,6331,GB,TikTok,Prospecting,2025-10-28 10:33:00,impression,0.25
25113,6332,CA,Meta,Brand,2025-10-25 02:36:00,impression,0.35
25114,6332,CA,Meta,Prospecting,2025-10-22 11:29:00,impression,0.35
25115,6332,CA,YouTube,Prospecting,2025-10-16 15:56:00,impression,0.3
25116,6332,CA,TikTok,Prospecting,2025-10-25 17:57:00,click,0.55
25117,6332,CA,TikTok,Brand,2025-10-21 04:35:00,impression,0.25
25118,6333,MX,Apple_Search_Ads,Prospecting,2025-11-13 18:04:00,impression,0.75
25119,6333,MX,Meta,Retargeting,2025-11-19 20:28:00,click,0.77
